MONTH       DAY      YEAR      HOUR       AVG  
                                           SOLAR  
                                            RAD.  
                                   CST  WATTS/M²  
       6        23      2012      2400         0  
       6        24      2012       100         0  
       6        24      2012       200         0  
       6        24      2012       300         0  
       6        24      2012       400         0  
       6        24      2012       500         4  
       6        24      2012       600        96  
       6        24      2012       700       260  
       6        24      2012       800       428  
       6        24      2012       900       588  
       6        24      2012      1000       717  
       6        24      2012      1100       789  
       6        24      2012      1200       851  
       6        24      2012      1300       785  
       6        24      2012      1400       807  
       6        24      2012      1500       662  
       6        24      2012      1600       549  
       6        24      2012      1700       406  
       6        24      2012      1800       197  
       6        24      2012      1900        92  
       6        24      2012      2000         5  
       6        24      2012      2100         0  
       6        24      2012      2200         0  
       6        24      2012      2300         0  
       6        24      2012      2400         0  
       6        25      2012       100         0  
       6        25      2012       200         0  
       6        25      2012       300         0  
       6        25      2012       400         0  
       6        25      2012       500         4  
       6        25      2012       600        76  
       6        25      2012       700       228  
       6        25      2012       800       389  
       6        25      2012       900       484  
       6        25      2012      1000       686  
       6        25      2012      1100       763  
       6        25      2012      1200       798  
       6        25      2012      1300       795  
       6        25      2012      1400       770  
       6        25      2012      1500       680  
       6        25      2012      1600       552  
       6        25      2012      1700       388  
       6        25      2012      1800       221  
       6        25      2012      1900        75  
       6        25      2012      2000         4  
       6        25      2012      2100         0  
       6        25      2012      2200         0  
       6        25      2012      2300         0  
       6        25      2012      2400         0  
       6        26      2012       100         0  
       6        26      2012       200         0  
       6        26      2012       300         0  
       6        26      2012       400         0  
       6        26      2012       500         4  
       6        26      2012       600        91  
       6        26      2012       700       273  
       6        26      2012       800       464  
       6        26      2012       900       634  
       6        26      2012      1000       770  
       6        26      2012      1100       860  
       6        26      2012      1200       907  
       6        26      2012      1300       903  
       6        26      2012      1400       852  
       6        26      2012      1500       751  
       6        26      2012      1600       363  
       6        26      2012      1700       331  
       6        26      2012      1800       222  
       6        26      2012      1900        94  
       6        26      2012      2000         4  
       6        26      2012      2100         0  
       6        26      2012      2200         0  
       6        26      2012      2300         0  
       6        26      2012      2400         0  
       6        27      2012       100         0  
       6        27      2012       200         0  
       6        27      2012       300         0  
       6        27      2012       400         0  
       6        27      2012       500         5  
       6        27      2012       600        99  
       6        27      2012       700       274  
       6        27      2012       800       455  
       6        27      2012       900       617  
       6        27      2012      1000       745  
       6        27      2012      1100       835  
       6        27      2012      1200       876  
       6        27      2012      1300       772  
       6        27      2012      1400       690  
       6        27      2012      1500       701  
       6        27      2012      1600       587  
       6        27      2012      1700       425  
       6        27      2012      1800       251  
       6        27      2012      1900        87  
       6        27      2012      2000         4  
       6        27      2012      2100         0  
       6        27      2012      2200         0  
       6        27      2012      2300         0  
       6        27      2012      2400         0  
       6        28      2012       100         0  
       6        28      2012       200         0  
       6        28      2012       300         0  
       6        28      2012       400         0  
       6        28      2012       500         3  
       6        28      2012       600        87  
       6        28      2012       700       258  
       6        28      2012       800       432  
       6        28      2012       900       591  
       6        28      2012      1000       720  
       6        28      2012      1100       757  
       6        28      2012      1200       850  
       6        28      2012      1300       847  
       6        28      2012      1400       801  
       6        28      2012      1500       708  
       6        28      2012      1600       569  
       6        28      2012      1700       407  
       6        28      2012      1800       235  
       6        28      2012      1900        81  
       6        28      2012      2000         4  
       6        28      2012      2100         0  
       6        28      2012      2200         0  
       6        28      2012      2300         0  
       6        28      2012      2400         0  
       6        29      2012       100         0  
       6        29      2012       200         0  
       6        29      2012       300         0  
       6        29      2012       400         0  
       6        29      2012       500         4  
       6        29      2012       600        83  
       6        29      2012       700       215  
       6        29      2012       800       396  
       6        29      2012       900       569  
       6        29      2012      1000       690  
       6        29      2012      1100       776  
       6        29      2012      1200       817  
       6        29      2012      1300       816  
       6        29      2012      1400       768  
       6        29      2012      1500       663  
       6        29      2012      1600       541  
       6        29      2012      1700       389  
       6        29      2012      1800       227  
       6        29      2012      1900        75  
       6        29      2012      2000         4  
       6        29      2012      2100         0  
       6        29      2012      2200         0  
       6        29      2012      2300         0  
       6        29      2012      2400         0  
       6        30      2012       100         0  
       6        30      2012       200         0  
       6        30      2012       300         0  
       6        30      2012       400         0  
       6        30      2012       500         4  
       6        30      2012       600        73  
       6        30      2012       700       223  
       6        30      2012       800       393  
       6        30      2012       900       552  
       6        30      2012      1000       685  
       6        30      2012      1100       778  
       6        30      2012      1200       818  
       6        30      2012      1300       810  
       6        30      2012      1400       758  
       6        30      2012      1500       670  
       6        30      2012      1600       534  
       6        30      2012      1700       380  
       6        30      2012      1800       222  
       6        30      2012      1900        75  
       6        30      2012      2000         3  
       6        30      2012      2100         0  
       6        30      2012      2200         0  
       6        30      2012      2300         0  
       6        30      2012      2400         0  
       7         1      2012       100         0  
       7         1      2012       200         0  
       7         1      2012       300         0  
       7         1      2012       400         0  
       7         1      2012       500         3  
       7         1      2012       600        63  
       7         1      2012       700       187  
       7         1      2012       800       393  
       7         1      2012       900       506  
       7         1      2012      1000       675  
       7         1      2012      1100       762  
       7         1      2012      1200       815  
       7         1      2012      1300       814  
       7         1      2012      1400       774  
       7         1      2012      1500       644  
       7         1      2012      1600       436  
       7         1      2012      1700       280  
       7         1      2012      1800       212  
       7         1      2012      1900        71  
       7         1      2012      2000         5  
       7         1      2012      2100         0  
       7         1      2012      2200         0  
       7         1      2012      2300         0  
       7         1      2012      2400         0  
       7         2      2012       100         0  
       7         2      2012       200         0  
       7         2      2012       300         0  
       7         2      2012       400         0  
       7         2      2012       500         2  
       7         2      2012       600        62  
       7         2      2012       700       217  
       7         2      2012       800       401  
       7         2      2012       900       561  
       7         2      2012      1000       692  
       7         2      2012      1100       782  
       7         2      2012      1200       828  
       7         2      2012      1300       823  
       7         2      2012      1400       747  
       7         2      2012      1500       702  
       7         2      2012      1600       580  
       7         2      2012      1700       244  
       7         2      2012      1800       128  
       7         2      2012      1900        41  
       7         2      2012      2000         3  
       7         2      2012      2100         0  
       7         2      2012      2200         0  
       7         2      2012      2300         0  
       7         2      2012      2400         0  
       7         3      2012       100         0  
       7         3      2012       200         0  
       7         3      2012       300         0  
       7         3      2012       400         0  
       7         3      2012       500         1  
       7         3      2012       600        30  
       7         3      2012       700        58  
       7         3      2012       800       132  
       7         3      2012       900       430  
       7         3      2012      1000       673  
       7         3      2012      1100       736  
       7         3      2012      1200       857  
       7         3      2012      1300       563  
       7         3      2012      1400       441  
       7         3      2012      1500       122  
       7         3      2012      1600       204  
       7         3      2012      1700       189  
       7         3      2012      1800       172  
       7         3      2012      1900        95  
       7         3      2012      2000         3  
       7         3      2012      2100         0  
       7         3      2012      2200         0  
       7         3      2012      2300         0  
       7         3      2012      2400         0  
       7         4      2012       100         0  
       7         4      2012       200         0  
       7         4      2012       300         0  
       7         4      2012       400         0  
       7         4      2012       500         3  
       7         4      2012       600        68  
       7         4      2012       700       212  
       7         4      2012       800       378  
       7         4      2012       900       526  
       7         4      2012      1000       662  
       7         4      2012      1100       733  
       7         4      2012      1200       801  
       7         4      2012      1300       801  
       7         4      2012      1400       746  
       7         4      2012      1500       717  
       7         4      2012      1600       412  
       7         4      2012      1700       261  
       7         4      2012      1800       227  
       7         4      2012      1900        86  
       7         4      2012      2000         5  
       7         4      2012      2100         0  
       7         4      2012      2200         0  
       7         4      2012      2300         0  
       7         4      2012      2400         0  
       7         5      2012       100         0  
       7         5      2012       200         0  
       7         5      2012       300         0  
       7         5      2012       400         0  
       7         5      2012       500         2  
       7         5      2012       600        63  
       7         5      2012       700       212  
       7         5      2012       800       382  
       7         5      2012       900       538  
       7         5      2012      1000       668  
       7         5      2012      1100       749  
       7         5      2012      1200       799  
       7         5      2012      1300       800  
       7         5      2012      1400       753  
       7         5      2012      1500       686  
       7         5      2012      1600       543  
       7         5      2012      1700       372  
       7         5      2012      1800       211  
       7         5      2012      1900        61  
       7         5      2012      2000         5  
       7         5      2012      2100         0  
       7         5      2012      2200         0  
       7         5      2012      2300         0  
       7         5      2012      2400         0  
       7         6      2012       100         0  
       7         6      2012       200         0  
       7         6      2012       300         0  
       7         6      2012       400         0  
       7         6      2012       500         5  
       7         6      2012       600        75  
       7         6      2012       700       225  
       7         6      2012       800       384  
       7         6      2012       900       543  
       7         6      2012      1000       660  
       7         6      2012      1100       754  
       7         6      2012      1200       802  
       7         6      2012      1300       798  
       7         6      2012      1400       776  
       7         6      2012      1500       675  
       7         6      2012      1600       432  
       7         6      2012      1700        93  
       7         6      2012      1800       139  
       7         6      2012      1900        47  
       7         6      2012      2000         2  
       7         6      2012      2100         0  
       7         6      2012      2200         0  
       7         6      2012      2300         0  
       7         6      2012      2400         0  
       7         7      2012       100         0  
       7         7      2012       200         0  
       7         7      2012       300         0  
       7         7      2012       400         0  
       7         7      2012       500         1  
       7         7      2012       600        62  
       7         7      2012       700       213  
       7         7      2012       800       381  
       7         7      2012       900       535  
       7         7      2012      1000       646  
       7         7      2012      1100       723  
       7         7      2012      1200       800  
       7         7      2012      1300       801  
       7         7      2012      1400       758  
       7         7      2012      1500       669  
       7         7      2012      1600       534  
       7         7      2012      1700       286  
       7         7      2012      1800       135  
       7         7      2012      1900        85  
       7         7      2012      2000         3  
       7         7      2012      2100         0  
       7         7      2012      2200         0  
       7         7      2012      2300         0  
       7         7      2012      2400         0  
       7         8      2012       100         0  
       7         8      2012       200         0  
       7         8      2012       300         0  
       7         8      2012       400         0  
       7         8      2012       500         1  
       7         8      2012       600        18  
       7         8      2012       700       104  
       7         8      2012       800       370  
       7         8      2012       900       538  
       7         8      2012      1000       658  
       7         8      2012      1100       762  
       7         8      2012      1200       667  
       7         8      2012      1300       377  
       7         8      2012      1400       431  
       7         8      2012      1500       665  
       7         8      2012      1600       529  
       7         8      2012      1700       373  
       7         8      2012      1800       197  
       7         8      2012      1900        17  
       7         8      2012      2000         0  
       7         8      2012      2100         0  
       7         8      2012      2200         0  
       7         8      2012      2300         0  
       7         8      2012      2400         0  
       7         9      2012       100         0  
       7         9      2012       200         0  
       7         9      2012       300         0  
       7         9      2012       400         0  
       7         9      2012       500         1  
       7         9      2012       600        34  
       7         9      2012       700       194  
       7         9      2012       800       278  
       7         9      2012       900       438  
       7         9      2012      1000       540  
       7         9      2012      1100       490  
       7         9      2012      1200       605  
       7         9      2012      1300       887  
       7         9      2012      1400       539  
       7         9      2012      1500       530  
       7         9      2012      1600       528  
       7         9      2012      1700       323  
       7         9      2012      1800       250  
       7         9      2012      1900        43  
       7         9      2012      2000         3  
       7         9      2012      2100         0  
       7         9      2012      2200         0  
       7         9      2012      2300         0  
       7         9      2012      2400         0  
       7        10      2012       100         0  
       7        10      2012       200         0  
       7        10      2012       300         0  
       7        10      2012       400         0  
       7        10      2012       500         2  
       7        10      2012       600        44  
       7        10      2012       700       171  
       7        10      2012       800       279  
       7        10      2012       900       400  
       7        10      2012      1000       480  
       7        10      2012      1100       553  
       7        10      2012      1200       761  
       7        10      2012      1300       796  
       7        10      2012      1400       400  
       7        10      2012      1500       111  
       7        10      2012      1600       303  
       7        10      2012      1700       249  
       7        10      2012      1800       206  
       7        10      2012      1900        64  
       7        10      2012      2000         3  
       7        10      2012      2100         0  
       7        10      2012      2200         0  
       7        10      2012      2300         0  
       7        10      2012      2400         0  
       7        11      2012       100         0  
       7        11      2012       200         0  
       7        11      2012       300         0  
       7        11      2012       400         0  
       7        11      2012       500         2  
       7        11      2012       600        63  
       7        11      2012       700       216  
       7        11      2012       800       376  
       7        11      2012       900       369  
       7        11      2012      1000       588  
       7        11      2012      1100       666  
       7        11      2012      1200       691  
       7        11      2012      1300       396  
       7        11      2012      1400       775  
       7        11      2012      1500       684  
       7        11      2012      1600       194  
       7        11      2012      1700       424  
       7        11      2012      1800       263  
       7        11      2012      1900        69  
       7        11      2012      2000         3  
       7        11      2012      2100         0  
       7        11      2012      2200         0  
       7        11      2012      2300         0  
       7        11      2012      2400         0  
       7        12      2012       100         0  
       7        12      2012       200         0  
       7        12      2012       300         0  
       7        12      2012       400         0  
       7        12      2012       500         1  
       7        12      2012       600        65  
       7        12      2012       700       218  
       7        12      2012       800       359  
       7        12      2012       900       476  
       7        12      2012      1000       683  
       7        12      2012      1100       650  
       7        12      2012      1200       620  
       7        12      2012      1300       773  
       7        12      2012      1400       720  
       7        12      2012      1500       421  
       7        12      2012      1600       495  
       7        12      2012      1700       309  
       7        12      2012      1800       154  
       7        12      2012      1900        58  
       7        12      2012      2000         4  
       7        12      2012      2100         0  
       7        12      2012      2200         0  
       7        12      2012      2300         0  
       7        12      2012      2400         0  
       7        13      2012       100         0  
       7        13      2012       200         0  
       7        13      2012       300         0  
       7        13      2012       400         0  
       7        13      2012       500         1  
       7        13      2012       600        32  
       7        13      2012       700       154  
       7        13      2012       800       243  
       7        13      2012       900       382  
       7        13      2012      1000       378  
       7        13      2012      1100       492  
       7        13      2012      1200       644  
       7        13      2012      1300       700  
       7        13      2012      1400       723  
       7        13      2012      1500       529  
       7        13      2012      1600       346  
       7        13      2012      1700       142  
       7        13      2012      1800        86  
       7        13      2012      1900        33  
       7        13      2012      2000         1  
       7        13      2012      2100         0  
       7        13      2012      2200         0  
       7        13      2012      2300         0  
       7        13      2012      2400         0  
       7        14      2012       100         0  
       7        14      2012       200         0  
       7        14      2012       300         0  
       7        14      2012       400         0  
       7        14      2012       500         0  
       7        14      2012       600        17  
       7        14      2012       700        57  
       7        14      2012       800       137  
       7        14      2012       900       313  
       7        14      2012      1000       433  
       7        14      2012      1100       279  
       7        14      2012      1200       418  
       7        14      2012      1300       333  
       7        14      2012      1400       770  
       7        14      2012      1500       596  
       7        14      2012      1600       333  
       7        14      2012      1700       197  
       7        14      2012      1800        65  
       7        14      2012      1900        84  
       7        14      2012      2000         3  
       7        14      2012      2100         0  
       7        14      2012      2200         0  
       7        14      2012      2300         0  
       7        14      2012      2400         0  
       7        15      2012       100         0  
       7        15      2012       200         0  
       7        15      2012       300         0  
       7        15      2012       400         0  
       7        15      2012       500         1  
       7        15      2012       600        33  
       7        15      2012       700        88  
       7        15      2012       800       300  
       7        15      2012       900       356  
       7        15      2012      1000       439  
       7        15      2012      1100       718  
       7        15      2012      1200       634  
       7        15      2012      1300       794  
       7        15      2012      1400       700  
       7        15      2012      1500       644  
       7        15      2012      1600       512  
       7        15      2012      1700       369  
       7        15      2012      1800       236  
       7        15      2012      1900        71  
       7        15      2012      2000         2  
       7        15      2012      2100         0  
       7        15      2012      2200         0  
       7        15      2012      2300         0  
       7        15      2012      2400         0  
       7        16      2012       100         0  
       7        16      2012       200         0  
       7        16      2012       300         0  
       7        16      2012       400         0  
       7        16      2012       500         3  
       7        16      2012       600        69  
       7        16      2012       700       173  
       7        16      2012       800       368  
       7        16      2012       900       495  
       7        16      2012      1000       564  
       7        16      2012      1100       676  
       7        16      2012      1200       474  
       7        16      2012      1300       571  
       7        16      2012      1400       668  
       7        16      2012      1500       539  
       7        16      2012      1600       456  
       7        16      2012      1700       380  
       7        16      2012      1800       219  
       7        16      2012      1900        47  
       7        16      2012      2000         2  
       7        16      2012      2100         0  
       7        16      2012      2200         0  
       7        16      2012      2300         0  
       7        16      2012      2400         0  
       7        17      2012       100         0  
       7        17      2012       200         0  
       7        17      2012       300         0  
       7        17      2012       400         0  
       7        17      2012       500         1  
       7        17      2012       600        54  
       7        17      2012       700       198  
       7        17      2012       800       364  
       7        17      2012       900       523  
       7        17      2012      1000       678  
       7        17      2012      1100       793  
       7        17      2012      1200       746  
       7        17      2012      1300       793  
       7        17      2012      1400       758  
       7        17      2012      1500       594  
       7        17      2012      1600       318  
       7        17      2012      1700       199  
       7        17      2012      1800       120  
       7        17      2012      1900        58  
       7        17      2012      2000         4  
       7        17      2012      2100         0  
       7        17      2012      2200         0  
       7        17      2012      2300         0  
       7        17      2012      2400         0  
       7        18      2012       100         0  
       7        18      2012       200         0  
       7        18      2012       300         0  
       7        18      2012       400         0  
       7        18      2012       500         1  
       7        18      2012       600        40  
       7        18      2012       700        51  
       7        18      2012       800        63  
       7        18      2012       900       100  
       7        18      2012      1000       312  
       7        18      2012      1100       717  
       7        18      2012      1200       846  
       7        18      2012      1300       809  
       7        18      2012      1400       727  
       7        18      2012      1500       672  
       7        18      2012      1600       457  
       7        18      2012      1700       272  
       7        18      2012      1800        59  
       7        18      2012      1900        47  
       7        18      2012      2000         3  
       7        18      2012      2100         0  
       7        18      2012      2200         0  
       7        18      2012      2300         0  
       7        18      2012      2400         0  
       7        19      2012       100         0  
       7        19      2012       200         0  
       7        19      2012       300         0  
       7        19      2012       400         0  
       7        19      2012       500         1  
       7        19      2012       600        34  
       7        19      2012       700        79  
       7        19      2012       800       139  
       7        19      2012       900       426  
       7        19      2012      1000       652  
       7        19      2012      1100       744  
       7        19      2012      1200       794  
       7        19      2012      1300       784  
       7        19      2012      1400       711  
       7        19      2012      1500       271  
       7        19      2012      1600       199  
       7        19      2012      1700       223  
       7        19      2012      1800        58  
       7        19      2012      1900        12  
       7        19      2012      2000         4  
       7        19      2012      2100         0  
       7        19      2012      2200         0  
       7        19      2012      2300         0  
       7        19      2012      2400         0  
       7        20      2012       100         0  
       7        20      2012       200         0  
       7        20      2012       300         0  
       7        20      2012       400         0  
       7        20      2012       500         1  
       7        20      2012       600        51  
       7        20      2012       700       209  
       7        20      2012       800       380  
       7        20      2012       900       534  
       7        20      2012      1000       659  
       7        20      2012      1100       588  
       7        20      2012      1200       661  
       7        20      2012      1300       826  
       7        20      2012      1400       767  
       7        20      2012      1500       613  
       7        20      2012      1600       541  
       7        20      2012      1700       382  
       7        20      2012      1800       213  
       7        20      2012      1900        65  
       7        20      2012      2000         2  
       7        20      2012      2100         0  
       7        20      2012      2200         0  
       7        20      2012      2300         0  
       7        20      2012      2400         0  
       7        21      2012       100         0  
       7        21      2012       200         0  
       7        21      2012       300         0  
       7        21      2012       400         0  
       7        21      2012       500         1  
       7        21      2012       600        51  
       7        21      2012       700       202  
       7        21      2012       800       376  
       7        21      2012       900       543  
       7        21      2012      1000       689  
       7        21      2012      1100       725  
       7        21      2012      1200       871  
       7        21      2012      1300       833  
       7        21      2012      1400       784  
       7        21      2012      1500       676  
       7        21      2012      1600       542  
       7        21      2012      1700       378  
       7        21      2012      1800       222  
       7        21      2012      1900        72  
       7        21      2012      2000         1  
       7        21      2012      2100         0  
       7        21      2012      2200         0  
       7        21      2012      2300         0  
       7        21      2012      2400         0  
       7        22      2012       100         0  
       7        22      2012       200         0  
       7        22      2012       300         0  
       7        22      2012       400         0  
       7        22      2012       500         1  
       7        22      2012       600        51  
       7        22      2012       700       200  
       7        22      2012       800       370  
       7        22      2012       900       528  
       7        22      2012      1000       667  
       7        22      2012      1100       694  
       7        22      2012      1200       842  
       7        22      2012      1300       747  
       7        22      2012      1400       736  
       7        22      2012      1500       640  
       7        22      2012      1600       543  
       7        22      2012      1700       378  
       7        22      2012      1800       219  
       7        22      2012      1900        63  
       7        22      2012      2000         2  
       7        22      2012      2100         0  
       7        22      2012      2200         0  
       7        22      2012      2300         0  
       7        22      2012      2400         0  
       7        23      2012       100         0  
       7        23      2012       200         0  
       7        23      2012       300         0  
       7        23      2012       400         0  
       7        23      2012       500         1  
       7        23      2012       600        40  
       7        23      2012       700       186  
       7        23      2012       800       359  
       7        23      2012       900       511  
       7        23      2012      1000       636  
       7        23      2012      1100       725  
       7        23      2012      1200       740  
       7        23      2012      1300       741  
       7        23      2012      1400       656  
       7        23      2012      1500       650  
       7        23      2012      1600       428  
       7        23      2012      1700       366  
       7        23      2012      1800       207  
       7        23      2012      1900        61  
       7        23      2012      2000         2  
       7        23      2012      2100         0  
       7        23      2012      2200         0  
       7        23      2012      2300         0  
       7        23      2012      2400         0  
       7        24      2012       100         0  
       7        24      2012       200         0  
       7        24      2012       300         0  
       7        24      2012       400         0  
       7        24      2012       500         1  
       7        24      2012       600        47  
       7        24      2012       700       192  
       7        24      2012       800       360  
       7        24      2012       900       520  
       7        24      2012      1000       653  
       7        24      2012      1100       747  
       7        24      2012      1200       799  
       7        24      2012      1300       800  
       7        24      2012      1400       755  
       7        24      2012      1500       664  
       7        24      2012      1600       534  
       7        24      2012      1700       378  
       7        24      2012      1800       209  
       7        24      2012      1900        58  
       7        24      2012      2000         2  
       7        24      2012      2100         0  
       7        24      2012      2200         0  
       7        24      2012      2300         0  
       7        24      2012      2400         0  
       7        25      2012       100         0  
       7        25      2012       200         0  
       7        25      2012       300         0  
       7        25      2012       400         0  
       7        25      2012       500         1  
       7        25      2012       600        44  
       7        25      2012       700       195  
       7        25      2012       800       366  
       7        25      2012       900       528  
       7        25      2012      1000       663  
       7        25      2012      1100       758  
       7        25      2012      1200       806  
       7        25      2012      1300       809  
       7        25      2012      1400       745  
       7        25      2012      1500       667  
       7        25      2012      1600       543  
       7        25      2012      1700       382  
       7        25      2012      1800       212  
       7        25      2012      1900        62  
       7        25      2012      2000         1  
       7        25      2012      2100         0  
       7        25      2012      2200         0  
       7        25      2012      2300         0  
       7        25      2012      2400         0  
       7        26      2012       100         0  
       7        26      2012       200         0  
       7        26      2012       300         0  
       7        26      2012       400         0  
       7        26      2012       500         1  
       7        26      2012       600        42  
       7        26      2012       700       127  
       7        26      2012       800       320  
       7        26      2012       900       469  
       7        26      2012      1000       579  
       7        26      2012      1100       753  
       7        26      2012      1200       795  
       7        26      2012      1300       802  
       7        26      2012      1400       776  
       7        26      2012      1500       621  
       7        26      2012      1600       396  
       7        26      2012      1700        77  
       7        26      2012      1800        16  
       7        26      2012      1900         0  
       7        26      2012      2000         0  
       7        26      2012      2100         0  
       7        26      2012      2200         0  
       7        26      2012      2300         0  
       7        26      2012      2400         0  
       7        27      2012       100         0  
       7        27      2012       200         0  
       7        27      2012       300         0  
       7        27      2012       400         0  
       7        27      2012       500         1  
       7        27      2012       600        27  
       7        27      2012       700       143  
       7        27      2012       800       374  
       7        27      2012       900       537  
       7        27      2012      1000       671  
       7        27      2012      1100       768  
       7        27      2012      1200       816  
       7        27      2012      1300       815  
       7        27      2012      1400       736  
       7        27      2012      1500       673  
       7        27      2012      1600       541  
       7        27      2012      1700       336  
       7        27      2012      1800        28  
       7        27      2012      1900        17  
       7        27      2012      2000        10  
       7        27      2012      2100         0  
       7        27      2012      2200         0  
       7        27      2012      2300         0  
       7        27      2012      2400         0  
       7        28      2012       100         0  
       7        28      2012       200         0  
       7        28      2012       300         0  
       7        28      2012       400         0  
       7        28      2012       500         1  
       7        28      2012       600        50  
       7        28      2012       700       206  
       7        28      2012       800       380  
       7        28      2012       900       544  
       7        28      2012      1000       681  
       7        28      2012      1100       778  
       7        28      2012      1200       828  
       7        28      2012      1300       829  
       7        28      2012      1400       778  
       7        28      2012      1500       682  
       7        28      2012      1600       546  
       7        28      2012      1700       384  
       7        28      2012      1800       216  
       7        28      2012      1900        59  
       7        28      2012      2000         1  
       7        28      2012      2100         0  
       7        28      2012      2200         0  
       7        28      2012      2300         0  
       7        28      2012      2400         0  
       7        29      2012       100         0  
       7        29      2012       200         0  
       7        29      2012       300         0  
       7        29      2012       400         0  
       7        29      2012       500         1  
       7        29      2012       600        62  
       7        29      2012       700       104  
       7        29      2012       800       181  
       7        29      2012       900       244  
       7        29      2012      1000       247  
       7        29      2012      1100       149  
       7        29      2012      1200        87  
       7        29      2012      1300       189  
       7        29      2012      1400       202  
       7        29      2012      1500       393  
       7        29      2012      1600       527  
       7        29      2012      1700       356  
       7        29      2012      1800       123  
       7        29      2012      1900        45  
       7        29      2012      2000         1  
       7        29      2012      2100         0  
       7        29      2012      2200         0  
       7        29      2012      2300         0  
       7        29      2012      2400         0  
       7        30      2012       100         0  
       7        30      2012       200         0  
       7        30      2012       300         0  
       7        30      2012       400         0  
       7        30      2012       500         0  
       7        30      2012       600        16  
       7        30      2012       700       109  
       7        30      2012       800       356  
       7        30      2012       900       491  
       7        30      2012      1000       571  
       7        30      2012      1100       744  
       7        30      2012      1200       779  
       7        30      2012      1300       788  
       7        30      2012      1400       741  
       7        30      2012      1500       606  
       7        30      2012      1600       417  
       7        30      2012      1700       302  
       7        30      2012      1800        52  
